player_id,player_name,gender,purchase_date,age,gaming_console
951,Robert Rodriguez,Male,2024-08-17,22,Nintendo Switch
952,Nancy Lopez,Female,2024-11-02,37,PlayStation 5
953,Michael Martinez,Male,2023-07-18,18,Xbox Series X
954,Kimberly Anderson,Female,2024-11-06,35,Xbox Series X
955,Michelle Jones,Female,2024-01-09,34,Xbox Series X
956,Sandra Garcia,Female,2023-09-10,26,PlayStation 5
957,Sandra Rodriguez,Female,2024-11-26,20,Xbox Series X
958,Steven Anderson,Female,2023-11-09,27,Nintendo Switch
959,Emily Brown,Female,2024-09-13,36,PC
960,Sarah Ramirez,Female,2024-07-05,44,PlayStation 5
961,Thomas White,Male,2023-03-19,18,PC
962,Paul Lee,Male,2024-08-18,42,PlayStation 4
963,Betty Harris,Female,2023-02-07,22,PlayStation 4
964,Thomas Moore,Male,2024-10-31,31,PlayStation 5
965,Lisa Gonzalez,Other,2024-08-26,44,Xbox Series X
966,William Anderson,Male,2023-04-03,32,Nintendo Switch
967,Lisa Taylor,Female,2023-09-02,37,PlayStation 4
968,David Harris,Male,2024-04-01,20,PlayStation 5
969,Barbara Jackson,Female,2023-05-30,37,Nintendo Switch
970,Matthew Johnson,Male,2024-05-14,40,PlayStation 5
971,Robert Rodriguez,Male,2023-02-13,23,PlayStation 5
972,Donna Robinson,Female,2024-04-25,28,Nintendo Switch
973,John Johnson,Male,2023-04-16,26,PlayStation 4
974,Sarah Clark,Female,2024-08-15,24,PlayStation 4
975,Joshua Garcia,Male,2024-01-23,36,Xbox Series X
976,Michelle Lee,Female,2023-09-15,32,Nintendo Switch
977,Joseph Taylor,Male,2023-12-20,27,Nintendo Switch
978,Steven Lewis,Female,2024-05-28,16,PlayStation 5
979,Donald Garcia,Male,2024-06-10,18,Xbox Series X
980,Susan Jones,Female,2024-01-06,21,PlayStation 4
981,Linda Perez,Female,2023-12-05,29,PC
982,Steven Perez,Female,2023-08-04,31,PlayStation 4
983,David Lee,Male,2023-09-07,16,PC
984,William Jackson,Male,2023-05-18,21,PlayStation 4
985,John Lewis,Male,2023-02-27,20,PlayStation 5
986,Thomas Robinson,Male,2024-02-20,32,PlayStation 4
987,Joshua Lee,Male,2024-11-08,44,Xbox Series X
988,Jennifer Miller,Female,2024-04-27,35,Nintendo Switch
989,David Davis,Male,2023-05-27,35,PlayStation 4
990,Barbara Martin,Female,2023-09-28,32,PlayStation 5
991,Nancy Robinson,Female,2024-08-27,35,PC
992,Joseph Gonzalez,Male,2023-04-22,20,PC
993,Richard Taylor,Female,2024-03-05,37,PlayStation 5
994,Kevin Brown,Male,2024-09-21,31,PlayStation 4
995,John Lewis,Male,2023-05-01,32,PC
996,Steven Perez,Male,2024-09-09,44,PlayStation 4
997,James Lewis,Male,2024-10-26,37,Nintendo Switch
998,Donna Wilson,Female,2023-02-14,43,PlayStation 4
999,Sandra Davis,Female,2024-01-26,41,Xbox Series X
1000,Michelle Sanchez,Female,2024-12-14,45,PlayStation 4
1001,Michael Wilson,Male,2024-05-03,24,PlayStation 5
1002,Jennifer Martinez,Female,2024-07-10,44,Nintendo Switch
1003,Thomas Miller,Male,2023-01-08,38,PlayStation 4
1004,Donna Brown,Female,2024-01-20,16,PlayStation 5
1005,Daniel Wilson,Male,2023-06-08,19,Nintendo Switch
1006,Michelle Rodriguez,Female,2024-07-02,43,Nintendo Switch
1007,Joshua Lopez,Male,2024-11-27,24,Nintendo Switch
1008,Susan Wilson,Female,2024-07-24,41,Nintendo Switch
1009,Barbara Lopez,Female,2024-05-10,33,Xbox Series X
1010,Karen Jackson,Female,2024-12-23,40,Nintendo Switch
1011,William Ramirez,Male,2023-08-24,19,Nintendo Switch
1012,David Brown,Male,2024-02-15,32,Xbox Series X
1013,Emily Martin,Female,2024-12-24,37,PC
1014,David Gonzalez,Male,2023-04-04,16,PlayStation 5
1015,Steven Robinson,Female,2023-04-01,29,PC
1016,Thomas Davis,Male,2024-09-15,18,PC
1017,Anthony Robinson,Male,2024-11-02,35,PlayStation 4
1018,Charles Thompson,Male,2023-06-29,17,Nintendo Switch
1019,Donald Smith,Male,2024-11-03,43,PlayStation 4
1020,Charles Miller,Male,2024-09-05,41,PlayStation 4
1021,Donna Thompson,Female,2023-06-23,35,PC
1022,Lisa Davis,Female,2023-06-11,16,PC
1023,Sarah Harris,Female,2024-11-16,27,Nintendo Switch
1024,Betty Jackson,Female,2023-01-16,32,PC
1025,Jennifer Moore,Female,2024-07-26,39,PlayStation 4
1026,Matthew Lopez,Male,2024-09-12,23,PlayStation 5
1027,Ashley Robinson,Female,2023-01-05,34,Xbox Series X
1028,Barbara Wilson,Female,2024-07-26,19,PC
1029,Paul Martinez,Male,2024-06-09,19,Xbox Series X
1030,Andrew Clark,Male,2024-12-11,24,Nintendo Switch
1031,Anthony Jackson,Male,2023-09-07,40,Xbox Series X
1032,Ashley Perez,Female,2024-08-23,44,PC
1033,Steven Brown,Male,2024-01-27,18,PlayStation 5
1034,Joseph Sanchez,Male,2023-12-28,29,PlayStation 4
1035,Andrew Smith,Male,2023-09-27,42,PlayStation 5
1036,Charles Williams,Male,2023-12-17,37,PC
1037,Emily Robinson,Female,2023-11-18,31,Xbox Series X
1038,Susan Lewis,Female,2023-07-07,24,PlayStation 5
1039,Kimberly White,Female,2023-09-05,23,Xbox Series X
1040,Susan Davis,Female,2023-09-13,42,PlayStation 4
1041,Matthew Jones,Male,2023-05-03,19,PC
1042,Kimberly Martin,Female,2024-07-08,40,PC
1043,Steven Lopez,Female,2024-05-19,26,PlayStation 4
1044,Sarah Thomas,Female,2024-06-07,40,Xbox Series X
1045,Betty Davis,Female,2023-05-12,34,PC
1046,Donna Sanchez,Female,2024-07-07,31,PC
1047,Paul Lopez,Male,2024-12-03,43,PlayStation 5
1048,Ashley Brown,Female,2024-04-16,32,Xbox Series X
1049,James Smith,Male,2024-01-24,22,PlayStation 4
1050,Michael Hernandez,Male,2023-09-23,35,PlayStation 5
1051,Emily Rodriguez,Female,2024-04-27,24,PlayStation 4
1052,Nancy Lopez,Female,2024-03-10,31,PlayStation 5
1053,Mark Thompson,Male,2024-01-09,27,Nintendo Switch
1054,Sarah Anderson,Female,2023-05-15,34,PlayStation 4
1055,Joseph Clark,Male,2023-10-04,39,PlayStation 5
1056,Emily Wilson,Female,2023-05-30,22,PlayStation 5
1057,Steven Sanchez,Male,2024-03-07,21,Nintendo Switch
1058,William Lewis,Male,2024-06-30,32,Xbox Series X
1059,Kimberly Martinez,Female,2024-08-04,33,PC
1060,Betty Brown,Female,2023-03-03,21,PlayStation 5
1061,Thomas Thomas,Male,2024-04-05,19,Xbox Series X
1062,Thomas Lopez,Male,2024-07-24,33,Xbox Series X
1063,Matthew Smith,Male,2023-12-26,19,PlayStation 4
1064,Richard Jackson,Female,2024-10-26,36,PlayStation 4
1065,Barbara Harris,Female,2023-11-29,27,PlayStation 4
1066,Kimberly Harris,Female,2023-03-22,30,Nintendo Switch
1067,Amanda Martinez,Female,2023-05-29,36,PlayStation 5
1068,Nancy Wilson,Female,2024-08-08,35,Nintendo Switch
1069,Robert Williams,Male,2023-08-22,26,Xbox Series X
1070,Daniel Lee,Male,2023-10-01,38,PlayStation 4
1071,Betty Rodriguez,Female,2024-01-07,40,PlayStation 4
1072,Donna Anderson,Female,2023-07-08,21,PC
1073,William White,Male,2023-09-15,37,PC
1074,Susan Garcia,Female,2023-04-08,19,PC
1075,Steven Moore,Male,2024-02-11,16,PlayStation 4
1076,Jennifer Brown,Female,2023-06-09,35,PC
1077,Anthony Martinez,Male,2023-10-18,23,Nintendo Switch
1078,William Jones,Male,2023-06-24,42,PC
1079,John Perez,Other,2023-11-30,43,Nintendo Switch
1080,Ashley Ramirez,Female,2023-10-06,45,PlayStation 4
1081,Donald Jones,Other,2023-07-01,33,PlayStation 4
1082,Kevin Anderson,Male,2024-10-13,39,PlayStation 4
1083,Sandra Taylor,Female,2024-06-30,36,Xbox Series X
1084,Matthew Thomas,Other,2023-04-02,23,Nintendo Switch
1085,Karen Lopez,Female,2023-06-09,24,Xbox Series X
1086,James Smith,Male,2023-05-20,42,Xbox Series X
1087,Charles Thomas,Male,2024-12-05,16,Nintendo Switch
1088,Steven Martinez,Male,2024-03-16,40,Xbox Series X
1089,Kevin Davis,Male,2024-01-18,33,PlayStation 5
1090,Mark Lewis,Male,2024-02-09,29,PlayStation 5
1091,David Thompson,Male,2024-02-04,36,Nintendo Switch
1092,Joseph Rodriguez,Male,2024-10-02,29,PlayStation 5
1093,Donna Harris,Female,2024-12-11,41,Xbox Series X
1094,Charles Lee,Male,2023-10-03,33,Nintendo Switch
1095,Richard Ramirez,Male,2023-05-20,21,Xbox Series X
1096,Linda Lee,Female,2024-04-08,35,Xbox Series X
1097,Amanda Thomas,Female,2023-01-20,26,PlayStation 5
1098,Patricia Moore,Female,2023-04-15,21,Xbox Series X
1099,Sarah Jones,Female,2023-01-09,30,PlayStation 5
1100,Jennifer Jones,Female,2023-08-11,31,Xbox Series X
1101,Mark Martinez,Male,2024-04-19,27,PC
1102,Nancy Williams,Female,2023-02-27,20,Xbox Series X
1103,Betty Williams,Female,2023-07-05,31,PlayStation 5
1104,Thomas Clark,Male,2023-01-13,42,PC
1105,Jessica Gonzalez,Female,2023-09-11,30,PC
1106,Richard Anderson,Female,2023-04-07,40,PlayStation 4
1107,Susan Thomas,Female,2023-11-16,37,Xbox Series X
1108,David Lee,Male,2024-07-16,17,PlayStation 4
1109,Linda Rodriguez,Female,2023-11-02,36,PlayStation 5
1110,Lisa Lewis,Female,2024-11-13,43,PlayStation 5
1111,Linda Davis,Female,2023-11-29,29,PC
1112,David Sanchez,Male,2023-05-03,34,Nintendo Switch
1113,Jessica Smith,Female,2024-12-08,34,Nintendo Switch
1114,Kevin Jones,Male,2023-04-02,40,PlayStation 5
1115,David Thomas,Male,2024-09-25,37,Xbox Series X
1116,Patricia Johnson,Female,2023-06-07,36,PlayStation 4
1117,Michael Jones,Male,2023-11-21,23,PlayStation 4
1118,Matthew Sanchez,Male,2023-07-17,39,PC
1119,Anthony Lopez,Other,2023-09-14,20,PC
1120,Kimberly Thompson,Female,2023-10-29,33,PlayStation 4
1121,Kimberly Miller,Female,2024-07-10,21,Xbox Series X
1122,Daniel White,Male,2024-09-05,24,PlayStation 4
1123,David Williams,Male,2024-04-05,20,Xbox Series X
1124,Thomas Moore,Male,2023-01-01,30,PlayStation 4
1125,Anthony White,Male,2023-01-20,44,PlayStation 4
1126,Lisa Harris,Female,2023-11-25,23,PC
1127,Andrew Clark,Male,2024-06-20,22,Nintendo Switch
1128,Emily Jones,Female,2023-11-27,25,Nintendo Switch
1129,Daniel Brown,Male,2024-11-05,32,PC
1130,John Clark,Male,2023-02-02,21,PlayStation 5
1131,Michael Thomas,Male,2023-02-02,19,PlayStation 4
1132,Anthony Perez,Male,2024-09-30,32,PlayStation 4
1133,Thomas Johnson,Male,2024-09-12,23,PC
1134,James Robinson,Male,2024-05-18,36,PC
1135,Ashley Sanchez,Female,2024-01-05,17,PlayStation 4
1136,Mark Clark,Male,2024-12-26,41,PC
1137,Amanda Rodriguez,Female,2023-03-14,17,Xbox Series X
1138,Robert Miller,Male,2023-04-14,19,PlayStation 5
1139,Andrew Gonzalez,Male,2024-06-22,22,PlayStation 5
1140,Joshua Lee,Male,2024-07-25,33,Nintendo Switch
1141,Michael Harris,Male,2024-01-02,34,Nintendo Switch
1142,Sandra Lewis,Female,2023-07-04,21,PlayStation 4
1143,Betty Taylor,Female,2023-06-11,37,PlayStation 4
1144,Kevin Anderson,Male,2023-11-19,44,PlayStation 4
1145,Daniel Ramirez,Male,2024-10-10,29,Nintendo Switch
1146,Daniel Martin,Male,2024-07-12,34,PlayStation 5
1147,Anthony Harris,Male,2023-09-18,45,Xbox Series X
1148,Donald Anderson,Female,2023-02-05,16,Xbox Series X
1149,Kevin Smith,Male,2023-11-06,20,PC
1150,Karen Davis,Female,2023-11-19,43,PC
1151,Sarah Robinson,Female,2024-07-23,32,PlayStation 4
1152,Joshua Jones,Male,2024-04-16,17,Xbox Series X
1153,Elizabeth Jones,Female,2024-08-19,27,PlayStation 5
1154,Joseph Rodriguez,Male,2024-08-07,18,Nintendo Switch
1155,Joshua Robinson,Male,2023-03-21,39,Xbox Series X
1156,Steven Garcia,Female,2024-12-07,42,PlayStation 4
1157,Michael Martin,Male,2023-02-08,25,PlayStation 4
1158,Anthony Williams,Male,2023-12-09,17,Xbox Series X
1159,Sandra Wilson,Female,2023-08-21,43,PlayStation 4
1160,James Lee,Male,2024-01-27,36,PC
1161,Karen Taylor,Female,2024-07-06,26,PlayStation 4
1162,Elizabeth Hernandez,Female,2023-08-15,38,PlayStation 5
1163,Patricia Perez,Female,2024-04-01,28,PlayStation 4
1164,Joshua Taylor,Male,2024-03-18,23,Xbox Series X
1165,Betty Jones,Female,2023-03-26,26,Nintendo Switch
1166,Joshua White,Male,2024-02-13,33,Xbox Series X
1167,Jennifer Gonzalez,Female,2024-12-15,29,PlayStation 5
1168,William Thomas,Male,2024-05-14,22,Nintendo Switch
1169,Joshua Miller,Male,2024-06-20,35,PlayStation 5
1170,Jessica Williams,Female,2024-03-16,40,Xbox Series X
1171,Joshua Williams,Male,2024-02-28,37,Nintendo Switch
1172,Lisa Lopez,Female,2023-12-19,26,PlayStation 4
1173,Mary Harris,Female,2023-12-25,21,PlayStation 4
1174,Donald Martin,Male,2023-02-15,30,PlayStation 5
1175,Richard Perez,Male,2023-03-29,20,PC
1176,Patricia Davis,Female,2023-06-01,45,Xbox Series X
1177,James Hernandez,Male,2023-04-24,41,Xbox Series X
1178,Donald Thomas,Male,2023-08-03,26,PlayStation 4
1179,Susan Miller,Female,2023-09-22,32,PlayStation 4
1180,Steven Martin,Other,2024-12-12,20,PC
1181,Anthony Jackson,Male,2023-02-14,32,Xbox Series X
1182,David Johnson,Male,2024-12-14,22,PlayStation 4
1183,Sarah Johnson,Female,2023-01-09,36,PC
1184,Anthony Perez,Male,2024-11-06,37,Xbox Series X
1185,Michael Smith,Male,2024-10-26,43,Nintendo Switch
1186,Joseph Gonzalez,Male,2023-04-12,38,Xbox Series X
1187,Kimberly Ramirez,Female,2023-04-01,33,PlayStation 5
1188,Richard Taylor,Female,2024-12-30,33,PC
1189,John Davis,Male,2023-12-08,25,Nintendo Switch
1190,Betty White,Female,2023-12-22,16,Xbox Series X
1191,Matthew Lee,Male,2024-05-28,23,Xbox Series X
1192,Patricia Lee,Female,2024-02-01,44,PC
1193,Emily Rodriguez,Female,2023-12-16,20,Nintendo Switch
1194,William Williams,Male,2024-06-17,28,PlayStation 4
1195,Joseph Wilson,Male,2023-06-06,34,Nintendo Switch
1196,Karen Robinson,Female,2024-04-04,26,PlayStation 4
1197,William Miller,Male,2024-08-17,20,PlayStation 4
1198,Richard Ramirez,Male,2024-12-06,25,PlayStation 4
1199,William Wilson,Male,2024-11-02,20,PlayStation 4
1200,David Hernandez,Male,2024-06-29,33,PC
1201,Barbara Hernandez,Female,2023-01-31,39,Xbox Series X
1202,Mark Wilson,Male,2024-10-14,30,Xbox Series X
1203,Elizabeth Harris,Female,2023-05-15,19,PlayStation 5
1204,Mary Harris,Female,2023-10-01,35,PlayStation 4
1205,Joshua Martin,Male,2023-08-26,35,PlayStation 5
1206,Mary Lopez,Female,2024-05-03,38,PlayStation 5
1207,Paul Ramirez,Male,2024-12-30,31,Xbox Series X
1208,Barbara Ramirez,Female,2024-04-30,31,PlayStation 5
1209,David Miller,Male,2024-02-23,17,PC
1210,Sarah Wilson,Female,2024-11-18,39,PlayStation 5
1211,Susan Williams,Female,2024-03-25,45,PlayStation 4
1212,Kimberly Thompson,Female,2024-04-13,43,PlayStation 5
1213,Sandra Gonzalez,Female,2024-09-14,17,Nintendo Switch
1214,Daniel Gonzalez,Male,2024-08-08,39,PlayStation 4
1215,Andrew Taylor,Male,2024-12-22,44,PC
1216,Donna Brown,Female,2023-02-13,30,PlayStation 5
1217,Donna Moore,Female,2023-02-10,39,PlayStation 4
1218,Anthony Taylor,Male,2023-02-20,36,PlayStation 5
1219,Charles Anderson,Male,2023-11-08,44,Xbox Series X
1220,Ashley Garcia,Female,2024-09-19,25,PC
1221,Donna Lewis,Female,2024-10-23,30,Nintendo Switch
1222,Jennifer White,Female,2023-07-04,19,PlayStation 4
1223,Andrew Jones,Male,2023-11-28,29,Nintendo Switch
1224,Mary Garcia,Female,2024-12-30,34,PlayStation 5
1225,Ashley Williams,Female,2024-12-09,26,PlayStation 5
1226,Linda Williams,Female,2024-04-05,38,Xbox Series X
1227,Jennifer Taylor,Female,2024-06-07,28,PlayStation 4
1228,David Gonzalez,Male,2023-02-14,28,PlayStation 5
1229,Nancy Jackson,Female,2023-06-03,43,PlayStation 5
1230,Elizabeth Garcia,Female,2023-02-22,38,Nintendo Switch
1231,Karen Martinez,Female,2024-04-01,40,Xbox Series X
1232,Barbara Brown,Female,2023-01-04,22,PlayStation 4
1233,Thomas Smith,Male,2024-05-25,31,PlayStation 4
1234,James Martin,Male,2023-08-11,23,PlayStation 4
1235,Steven Anderson,Female,2023-03-23,30,PlayStation 4
1236,Kevin Smith,Male,2024-07-14,44,Xbox Series X
1237,Amanda Lee,Female,2023-08-01,42,PC
1238,Barbara Jones,Female,2023-12-24,36,PC
1239,Elizabeth Ramirez,Female,2024-08-14,37,PlayStation 4
1240,Karen Hernandez,Female,2023-04-22,17,Nintendo Switch
1241,Barbara Garcia,Female,2024-09-17,25,PlayStation 4
1242,Joshua Sanchez,Male,2024-04-11,21,PlayStation 4
1243,Lisa Robinson,Female,2023-11-03,18,Xbox Series X
1244,Lisa Lewis,Female,2023-03-11,42,Nintendo Switch
1245,Emily Williams,Female,2023-05-18,31,PC
1246,Sarah Hernandez,Female,2024-06-21,29,PlayStation 5
1247,Susan Martin,Female,2024-08-08,19,PlayStation 4
1248,Jennifer Thomas,Female,2024-09-11,38,Xbox Series X
1249,Sandra Martin,Female,2024-06-22,24,PlayStation 4
1250,Amanda Lopez,Female,2024-07-30,35,Nintendo Switch
1251,Donna White,Female,2024-05-19,31,PlayStation 5
1252,Amanda Davis,Female,2023-07-18,25,PC
1253,Linda Smith,Female,2023-05-01,36,PlayStation 5
1254,Amanda Wilson,Female,2023-12-08,17,Xbox Series X
1255,Emily Sanchez,Female,2023-01-12,22,PlayStation 5
1256,Charles Rodriguez,Male,2023-11-04,25,PlayStation 4
1257,Emily Hernandez,Female,2023-04-27,16,Xbox Series X
1258,Nancy Gonzalez,Female,2024-09-22,34,PC
1259,Barbara Miller,Female,2023-12-13,42,Nintendo Switch
1260,Steven Sanchez,Male,2023-05-20,36,Nintendo Switch
1261,Elizabeth Lee,Female,2024-07-03,44,Xbox Series X
1262,Ashley Sanchez,Female,2023-02-27,45,PlayStation 4
1263,Karen Jackson,Female,2023-11-20,37,PlayStation 4
1264,Andrew Smith,Male,2024-12-02,34,Xbox Series X
1265,Matthew Williams,Male,2023-02-01,24,Xbox Series X
1266,Anthony Lee,Male,2023-06-19,42,PlayStation 4
1267,Kevin Gonzalez,Male,2023-04-30,35,Xbox Series X
1268,Daniel Thompson,Male,2024-02-28,24,PC
1269,Kimberly Lewis,Female,2024-04-07,27,Xbox Series X
1270,Susan Taylor,Female,2023-04-25,21,Xbox Series X
1271,John Harris,Male,2023-04-05,45,Nintendo Switch
1272,Paul Smith,Male,2024-05-27,44,PlayStation 5
1273,Richard Hernandez,Female,2024-06-20,39,Xbox Series X
1274,Daniel Jones,Other,2023-04-11,43,PlayStation 4
1275,William Miller,Male,2024-04-15,17,Nintendo Switch
1276,Donna Brown,Female,2023-02-15,25,PlayStation 4
1277,Jennifer Hernandez,Female,2023-02-17,44,PC
1278,Donna Harris,Female,2023-11-16,39,PC
1279,Joshua Harris,Male,2023-08-03,36,Xbox Series X
1280,Richard Miller,Male,2024-06-29,24,Xbox Series X
1281,Donald Perez,Male,2023-06-02,24,PlayStation 5
1282,Sarah Brown,Female,2024-07-27,35,PlayStation 4
1283,Michael Miller,Male,2024-07-16,27,Xbox Series X
1284,Sarah Jones,Female,2023-10-18,41,PlayStation 4
1285,Jessica Garcia,Female,2024-09-19,25,Xbox Series X
1286,Andrew Anderson,Male,2023-01-30,20,Nintendo Switch
1287,Patricia Brown,Female,2023-03-30,17,Nintendo Switch
1288,Betty Garcia,Female,2024-08-29,35,Nintendo Switch
1289,Amanda Lopez,Female,2023-07-22,26,PlayStation 4
1290,Jennifer Robinson,Other,2024-04-21,40,PlayStation 4
1291,William Williams,Other,2023-04-10,30,Nintendo Switch
1292,Karen Perez,Female,2024-04-21,38,Nintendo Switch
1293,Joseph Davis,Other,2024-09-23,43,Xbox Series X
1294,Lisa Gonzalez,Female,2024-11-12,38,Xbox Series X
1295,Daniel Anderson,Male,2023-03-08,16,Nintendo Switch
1296,Linda Lopez,Female,2023-06-24,30,Xbox Series X
1297,Matthew Martin,Male,2024-06-04,20,PC
1298,Betty Clark,Female,2023-04-20,41,Xbox Series X
1299,Emily Lee,Female,2023-11-06,41,PlayStation 4
1300,Ashley Gonzalez,Female,2023-09-02,29,PlayStation 4
1301,Jessica Moore,Female,2024-01-29,31,PC
1302,Nancy Miller,Female,2024-03-17,34,Nintendo Switch
1303,Joshua Sanchez,Male,2024-12-11,33,PlayStation 5
1304,Barbara Perez,Female,2024-12-29,18,PlayStation 4
1305,Kimberly Brown,Female,2024-04-19,35,Xbox Series X
1306,Emily Brown,Female,2023-11-12,21,Nintendo Switch
1307,Robert Martin,Male,2024-09-02,37,Nintendo Switch
1308,Daniel Thomas,Male,2023-03-04,37,PC
1309,Susan Clark,Female,2024-08-17,44,PC
1310,Elizabeth Perez,Female,2024-06-28,30,Xbox Series X
1311,Anthony Martin,Male,2023-07-20,30,PlayStation 5
1312,Daniel Martinez,Male,2024-11-26,41,Xbox Series X
1313,Sandra Thompson,Female,2024-08-19,18,PC
1314,Amanda Taylor,Female,2023-05-11,43,Xbox Series X
1315,Patricia Lopez,Female,2023-01-01,17,PlayStation 4
1316,Matthew Brown,Male,2023-02-01,43,PlayStation 5
1317,Sandra Thompson,Female,2024-10-02,28,Xbox Series X
1318,Anthony Gonzalez,Male,2024-07-12,29,PlayStation 5
1319,Barbara Thomas,Female,2024-07-22,22,Nintendo Switch
1320,Lisa Clark,Female,2023-10-23,20,PlayStation 5
1321,William Smith,Male,2023-01-17,36,PlayStation 5
1322,Kimberly Perez,Female,2023-03-28,20,PlayStation 5
1323,Mark Ramirez,Male,2024-12-13,44,PlayStation 4
1324,Sandra Martin,Other,2024-06-05,30,Nintendo Switch
1325,Emily Clark,Female,2023-12-30,28,PlayStation 5
1326,Barbara Wilson,Female,2024-08-14,16,Nintendo Switch
1327,Jessica Thompson,Female,2024-02-25,24,PlayStation 4
1328,Joshua Lopez,Male,2024-08-04,17,Nintendo Switch
1329,Lisa Brown,Female,2024-12-08,31,PC
1330,Elizabeth White,Female,2023-10-14,32,Nintendo Switch
1331,Donna Williams,Female,2024-09-16,44,PC
1332,Jessica Thomas,Female,2024-11-10,39,PC
1333,Andrew Sanchez,Male,2024-09-19,25,PC
1334,Nancy Moore,Other,2024-04-25,16,Nintendo Switch
1335,Paul Lewis,Male,2023-12-06,34,Nintendo Switch
1336,Matthew Sanchez,Male,2023-06-21,25,PC
1337,Kevin White,Male,2024-07-31,39,Xbox Series X
1338,Patricia Lee,Female,2023-06-23,34,PlayStation 4
1339,Patricia Perez,Female,2024-10-01,41,PC
1340,Charles Thomas,Male,2024-06-01,20,PC
1341,Sarah Rodriguez,Female,2023-10-15,35,Xbox Series X
1342,Thomas Smith,Male,2024-09-10,19,PlayStation 5
1343,Michelle White,Female,2024-04-02,37,Xbox Series X
1344,Barbara Rodriguez,Female,2024-05-11,23,PlayStation 5
1345,Donna Ramirez,Female,2023-03-28,26,PlayStation 5
1346,Kevin Robinson,Male,2024-05-22,42,Nintendo Switch
1347,Anthony Davis,Male,2024-10-14,30,PlayStation 5
1348,Susan Jackson,Female,2023-12-20,42,PC
1349,Thomas Harris,Male,2023-06-21,17,Nintendo Switch
1350,Betty Thomas,Female,2024-06-29,31,PlayStation 5
1351,Anthony Perez,Male,2024-04-30,28,Xbox Series X
1352,Elizabeth Taylor,Female,2023-10-23,16,Nintendo Switch
1353,Anthony Perez,Male,2024-11-30,32,PC
1354,Michael Robinson,Male,2023-12-29,36,Nintendo Switch
1355,Amanda Robinson,Female,2023-10-07,43,Xbox Series X
1356,Sarah Rodriguez,Female,2024-11-01,24,PlayStation 4
1357,Betty Anderson,Female,2023-09-05,37,PlayStation 4
1358,Richard Taylor,Male,2024-12-07,37,PlayStation 5
1359,Daniel Moore,Male,2023-01-09,37,PC
1360,James Wilson,Male,2023-04-17,32,Nintendo Switch
1361,Matthew Davis,Male,2023-09-15,25,PlayStation 5
1362,John Smith,Male,2023-02-28,18,PlayStation 4
1363,Susan Martin,Female,2024-12-26,19,PC
1364,Jennifer Ramirez,Female,2024-01-20,20,PlayStation 4
1365,Barbara Lewis,Female,2023-07-08,38,Xbox Series X
1366,Charles Anderson,Male,2023-03-19,45,Nintendo Switch
1367,Sarah Harris,Female,2024-11-14,38,Xbox Series X
1368,Thomas Garcia,Male,2023-10-11,18,PC
1369,Anthony Gonzalez,Male,2023-09-22,17,Xbox Series X
1370,Barbara Anderson,Female,2023-07-25,31,PlayStation 4
1371,Betty Garcia,Female,2023-04-22,31,PlayStation 5
1372,Andrew Harris,Male,2024-09-20,22,PC
1373,Donald Thompson,Male,2023-02-05,19,PC
1374,Robert Jackson,Male,2024-04-01,24,PC
1375,Kimberly Jones,Female,2023-01-01,36,PC
1376,Anthony Rodriguez,Male,2023-12-04,38,Nintendo Switch
1377,Joshua Smith,Male,2024-05-17,38,Nintendo Switch
1378,Sandra Gonzalez,Female,2023-03-13,40,PlayStation 4
1379,Joseph Smith,Male,2024-05-08,38,PC
1380,Joshua Moore,Male,2024-11-29,26,Xbox Series X
1381,Betty Johnson,Female,2023-04-03,36,Xbox Series X
1382,Andrew Ramirez,Male,2024-04-15,18,Xbox Series X
1383,Richard Garcia,Female,2024-01-29,17,PlayStation 5
1384,Karen Thompson,Female,2023-04-20,44,Xbox Series X
1385,Kimberly Williams,Female,2023-07-14,30,PlayStation 5
1386,John Miller,Male,2024-08-30,39,PlayStation 5
1387,Kimberly Gonzalez,Female,2024-07-07,41,Xbox Series X
1388,Kimberly Moore,Female,2023-02-07,16,Xbox Series X
1389,Patricia Hernandez,Female,2024-02-20,17,PC
1390,Susan Sanchez,Female,2024-06-19,37,Nintendo Switch
1391,Andrew Jones,Male,2023-08-27,34,PC
1392,John White,Male,2024-10-31,31,PC
1393,Steven Robinson,Female,2023-09-06,17,PlayStation 5
1394,James Garcia,Male,2023-11-11,17,PC
1395,Ashley Martin,Female,2024-08-28,42,PC
1396,Michael Brown,Male,2024-09-22,35,PlayStation 5
1397,Robert Sanchez,Male,2023-12-12,29,Nintendo Switch
1398,Daniel Brown,Male,2024-07-12,34,PlayStation 5
1399,Daniel Clark,Male,2023-02-16,40,PlayStation 4
1400,Barbara Hernandez,Female,2023-10-08,19,PlayStation 5
1401,Mark Garcia,Male,2024-07-20,27,PlayStation 5
1402,Donald Davis,Female,2023-05-17,17,PC
1403,Amanda Gonzalez,Female,2023-01-17,21,Nintendo Switch
1404,Jennifer Smith,Female,2023-04-02,21,PlayStation 4
1405,Charles Wilson,Male,2024-05-02,41,PlayStation 5
1406,Susan Jones,Female,2024-06-19,24,Nintendo Switch
1407,Mark Davis,Male,2024-12-09,35,PC
1408,Kevin Garcia,Male,2024-09-18,31,PC
1409,Karen Lopez,Female,2024-07-25,16,PlayStation 5
1410,Richard Brown,Female,2024-09-25,19,Xbox Series X
1411,Andrew Taylor,Male,2024-10-03,30,PlayStation 5
